# Date:     2025-02-15 17:51:33
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-LMC-CEP-3635	12	77.386785	-72.918250	16.366	17.062	0.696	1.0632093	0.0000023	6001.05974	0.240	0.219	4.205	0.052	1.919
OGLE-LMC-CEP-3636	F	77.427870	-65.686722	15.027	15.807	0.780	4.0502703	0.0000115	6001.45016	0.313	0.354	4.663	0.129	3.161
OGLE-LMC-CEP-3637	1	77.436420	-66.427611	15.244	15.944	0.700	2.2110776	0.0000099	6000.46917	0.187	0.108	5.224	0.021	4.563
OGLE-LMC-CEP-3638	1	77.441910	-65.341000	15.394	16.016	0.622	1.9053104	0.0000106	6001.67311	0.131	0.079	4.825	0.000	-99.99
OGLE-LMC-CEP-3639	F	77.455710	-66.370389	15.566	16.276	0.710	2.7368803	0.0000038	6002.13416	0.468	0.474	4.512	0.249	2.748
OGLE-LMC-CEP-3640	F	77.476380	-65.240861	13.827	-99.99	-99.99	12.2349871	0.0015793	6006.89319	0.462	0.155	5.129	0.112	2.537
OGLE-LMC-CEP-3641	1	77.478285	-71.989861	16.297	16.969	0.672	1.0966741	0.0000024	6000.07210	0.180	0.192	4.012	0.057	1.852
OGLE-LMC-CEP-3642	12	77.505630	-65.565417	16.602	17.250	0.648	0.6907573	0.0000017	6000.59482	0.186	0.187	3.427	0.130	1.214
OGLE-LMC-CEP-3643	F	77.522340	-64.212333	15.091	15.693	0.602	3.5240661	0.0000245	6000.76070	0.323	0.240	4.365	0.097	2.650
OGLE-LMC-CEP-3644	1	77.559375	-66.277750	16.214	16.826	0.612	1.0857874	0.0000015	6000.42365	0.231	0.207	4.275	0.055	1.880
OGLE-LMC-CEP-3645	F	77.560500	-65.791806	15.247	15.940	0.693	3.2866721	0.0000040	6000.76724	0.490	0.430	4.575	0.230	2.883
OGLE-LMC-CEP-3646	F	77.564880	-66.424389	13.979	14.749	0.770	8.3570758	0.0000601	6007.57410	0.401	0.253	5.420	0.140	4.313
OGLE-LMC-CEP-3647	F	77.577120	-66.379722	14.914	15.725	0.811	4.3909334	0.0000183	6003.57154	0.342	0.380	4.742	0.146	3.260
OGLE-LMC-CEP-3648	F1	77.580465	-66.122472	16.089	16.781	0.692	1.7678511	0.0000142	6000.24092	0.082	0.072	4.243	0.051	2.341
OGLE-LMC-CEP-3649	1	77.581005	-71.620750	14.651	15.323	0.672	3.4289898	0.0000207	6001.93518	0.220	0.148	3.511	0.053	0.661
OGLE-LMC-CEP-3650	F	77.590545	-64.781028	15.733	16.388	0.655	2.0083779	0.0000026	6001.72128	0.339	0.371	4.225	0.178	2.355
OGLE-LMC-CEP-3651	1	77.599125	-66.409917	15.270	15.877	0.607	1.8727407	0.0000048	6000.19744	0.177	0.140	4.592	0.020	3.740
OGLE-LMC-CEP-3652	12	77.615715	-65.699167	16.630	17.118	0.488	0.6765287	0.0000006	6000.59857	0.336	0.169	3.505	0.113	0.839
OGLE-LMC-CEP-3653	1	77.627625	-65.848278	15.474	16.115	0.641	1.8018650	0.0000054	6001.39780	0.219	0.170	4.650	0.030	2.977
OGLE-LMC-CEP-3654	12	77.646375	-71.579222	16.879	17.485	0.606	0.6958462	0.0000010	6000.45245	0.239	0.188	3.344	0.146	1.057
OGLE-LMC-CEP-3655	F	77.649585	-65.275778	15.958	16.715	0.757	2.1492392	0.0000033	6000.23538	0.337	0.391	4.373	0.174	2.550
OGLE-LMC-CEP-3656	1	77.652960	-65.558861	14.591	15.321	0.730	4.2482466	0.0000433	6000.03084	0.117	0.073	5.035	0.000	-99.99
OGLE-LMC-CEP-3657	F	77.666460	-64.837139	15.130	15.748	0.618	3.3369799	0.0000047	6003.26407	0.578	0.441	4.498	0.251	2.789
OGLE-LMC-CEP-3658	F	77.674170	-65.760917	15.402	16.085	0.683	2.9339186	0.0000056	6000.00076	0.365	0.394	4.537	0.187	2.827
OGLE-LMC-CEP-3659	F	77.687295	-66.202056	15.093	15.837	0.744	3.9726071	0.0000084	6003.72706	0.488	0.429	4.666	0.215	3.098
OGLE-LMC-CEP-3660	1	77.687745	-66.052861	16.381	17.034	0.653	0.9851056	0.0000019	6000.16827	0.180	0.192	3.863	0.059	1.747
OGLE-LMC-CEP-3661	12	77.710035	-65.789167	16.868	17.403	0.535	0.6650185	0.0000015	6000.30669	0.236	0.202	3.405	0.134	1.032
OGLE-LMC-CEP-3662	1	77.722500	-66.009944	15.354	16.023	0.669	1.9666807	0.0000092	6001.38568	0.158	0.112	4.734	0.000	-99.99
OGLE-LMC-CEP-3663	F	77.722545	-66.575861	14.879	15.553	0.674	4.0119371	0.0000055	6001.10541	0.514	0.371	4.391	0.171	2.474
OGLE-LMC-CEP-3664	F	77.724870	-65.690972	15.266	16.113	0.847	3.2460117	0.0000136	6001.52520	0.440	0.439	4.577	0.210	2.911
OGLE-LMC-CEP-3665	1	77.728920	-71.562556	15.102	15.705	0.603	2.3540447	0.0000083	6000.59920	0.259	0.101	4.687	0.009	-99.99
OGLE-LMC-CEP-3666	12	77.735370	-72.436139	17.400	17.916	0.516	0.4187713	0.0000005	6000.07350	0.226	0.048	3.457	0.053	6.070
OGLE-LMC-CEP-3667	F	77.753535	-66.335139	15.413	-99.99	-99.99	2.9081104	0.0000258	6002.48172	0.258	0.347	4.461	0.093	2.817
OGLE-LMC-CEP-3668	F	77.769330	-63.434028	15.215	15.960	0.745	4.0393412	0.0000560	6001.67342	0.144	0.181	4.731	0.049	2.692
OGLE-LMC-CEP-3669	1	77.796420	-66.375667	15.242	15.931	0.689	2.2377926	0.0000107	6000.62009	0.237	0.095	4.891	0.023	3.974
OGLE-LMC-CEP-3670	1	77.805165	-71.534333	15.069	15.660	0.591	2.2866127	0.0000058	6002.20699	0.268	0.137	4.671	0.000	-99.99
OGLE-LMC-CEP-3671	1	77.808660	-71.731444	15.328	15.942	0.614	1.9965160	0.0000055	6000.80056	0.251	0.152	4.777	0.019	-99.99
OGLE-LMC-CEP-3672	1	77.817090	-72.532472	15.979	16.590	0.611	1.3592157	0.0000035	6000.17259	0.236	0.160	4.492	0.034	3.197
OGLE-LMC-CEP-3673	F	77.823120	-65.531278	15.110	15.880	0.770	3.8247852	0.0000073	6001.30012	0.333	0.372	4.644	0.144	3.069
OGLE-LMC-CEP-3674	1	77.839080	-66.348222	15.443	16.193	0.750	2.0391466	0.0000081	6001.18393	0.163	0.156	5.246	0.059	4.434
OGLE-LMC-CEP-3675	F	77.846130	-71.708444	14.885	15.624	0.739	4.4408671	0.0000103	6002.37311	0.467	0.449	4.727	0.220	3.229
OGLE-LMC-CEP-3676	F	77.846460	-66.028583	15.215	15.949	0.734	3.3371234	0.0000041	6001.97681	0.487	0.458	4.604	0.253	2.955
OGLE-LMC-CEP-3677	F	77.858460	-66.502222	14.223	15.027	0.804	7.3700761	0.0000293	6001.25365	0.451	0.349	5.387	0.187	3.811
OGLE-LMC-CEP-3678	1	77.893590	-65.790583	15.368	16.039	0.671	2.0087910	0.0000069	6000.58584	0.190	0.128	4.705	0.000	-99.99
OGLE-LMC-CEP-3679	F	77.896710	-66.437472	15.123	15.911	0.788	3.6647242	0.0000099	6000.54029	0.280	0.338	4.566	0.124	2.912
OGLE-LMC-CEP-3680	1	77.904705	-64.576944	16.581	17.171	0.590	0.8151637	0.0000014	6000.65648	0.185	0.163	3.547	0.093	1.279
OGLE-LMC-CEP-3681	1	77.948370	-64.696972	15.248	15.844	0.596	2.0963395	0.0000218	6000.34367	0.218	0.115	4.654	0.000	-99.99
OGLE-LMC-CEP-3682	1	77.961705	-66.170583	15.245	15.837	0.592	1.8917449	0.0000036	6000.71035	0.284	0.206	4.522	0.037	3.223
OGLE-LMC-CEP-3683	1	77.968665	-65.552778	17.701	18.212	0.511	0.3475875	0.0000004	6000.05827	0.238	0.074	2.864	0.080	5.762
OGLE-LMC-CEP-3684	F	77.972790	-66.387528	15.281	16.059	0.778	3.3066608	0.0000061	6000.03022	0.404	0.431	4.564	0.212	2.937
OGLE-LMC-CEP-3685	F	77.974545	-66.219028	15.106	15.892	0.786	3.8150930	0.0000058	6003.77568	0.485	0.433	4.632	0.222	3.029
OGLE-LMC-CEP-3686	1	77.984625	-66.280389	15.156	15.740	0.584	1.9712623	0.0000033	6000.69461	0.266	0.179	4.611	0.038	3.404
OGLE-LMC-CEP-3687	F	77.988285	-66.194139	14.961	15.654	0.693	3.6505344	0.0000055	6002.41979	0.558	0.443	4.504	0.251	2.749
OGLE-LMC-CEP-3688	1	77.994870	-66.356944	14.396	15.062	0.666	3.8174854	0.0000216	6001.57223	0.188	0.160	3.669	0.035	0.840
OGLE-LMC-CEP-3689	F	78.000090	-71.794944	15.537	16.252	0.715	2.9819360	0.0000159	6000.79033	0.231	0.264	4.507	0.086	2.622
OGLE-LMC-CEP-3690	1	78.018705	-66.463000	15.014	15.663	0.649	2.3553660	0.0000082	6000.83057	0.174	0.076	4.592	0.000	-99.99
OGLE-LMC-CEP-3691	F1	78.019995	-65.242333	14.963	15.651	0.688	3.5630653	0.0000282	6000.66818	0.186	0.164	4.521	0.021	2.900
OGLE-LMC-CEP-3692	1	78.040455	-66.536917	15.046	-99.99	-99.99	2.3065510	0.0000819	6000.26666	0.276	0.111	4.657	0.049	-99.99
OGLE-LMC-CEP-3693	F	78.060750	-65.671556	15.363	16.116	0.753	2.9748589	0.0000148	6001.98994	0.272	0.305	4.416	0.094	2.466
OGLE-LMC-CEP-3694	1	78.078495	-65.387139	15.042	15.607	0.565	2.3208792	0.0000061	6000.97862	0.274	0.100	4.521	0.011	4.930
OGLE-LMC-CEP-3695	F	78.083370	-71.674472	16.020	16.689	0.669	1.8991667	0.0000016	6001.88754	0.534	0.481	4.309	0.301	2.502
OGLE-LMC-CEP-3696	F	78.094290	-66.048139	14.687	15.345	0.658	4.5662309	0.0000075	6003.81568	0.605	0.456	4.638	0.228	3.026
OGLE-LMC-CEP-3697	F	78.103590	-65.374083	15.453	16.182	0.729	2.9593538	0.0000069	6002.87608	0.290	0.348	4.486	0.139	2.776
OGLE-LMC-CEP-3698	F	78.106080	-72.346278	15.321	15.978	0.657	3.0526537	0.0000062	6000.16097	0.522	0.422	4.435	0.217	2.694
OGLE-LMC-CEP-3699	12	78.111840	-64.853361	15.881	16.403	0.522	1.2327808	0.0000026	6000.40538	0.226	0.212	4.387	0.061	2.365
OGLE-LMC-CEP-3700	F	78.112920	-65.782250	15.162	15.911	0.749	3.5844762	0.0000076	6001.30375	0.413	0.431	4.609	0.214	3.019
OGLE-LMC-CEP-3701	1	78.120210	-65.850250	15.647	16.282	0.635	1.6866377	0.0000042	6000.23717	0.222	0.139	4.630	0.000	-99.99
OGLE-LMC-CEP-3702	1	78.126120	-72.004778	15.395	15.880	0.485	1.8364727	0.0000047	6001.14353	0.262	0.176	4.626	0.029	3.366
OGLE-LMC-CEP-3703	F	78.129045	-66.200639	14.847	15.667	0.820	4.9145323	0.0000937	6002.84414	0.438	0.410	4.892	0.169	3.562
OGLE-LMC-CEP-3704	F	78.142965	-65.595917	15.199	15.961	0.762	3.4653705	0.0000076	6001.11869	0.396	0.396	4.570	0.178	2.893
OGLE-LMC-CEP-3705	1	78.146670	-71.639333	15.084	15.633	0.549	2.1402580	0.0000110	6002.04444	0.077	0.050	4.635	0.000	-99.99
OGLE-LMC-CEP-3706	F	78.149415	-65.527389	15.277	15.979	0.702	3.2047149	0.0000061	6002.25115	0.442	0.446	4.568	0.235	2.880
OGLE-LMC-CEP-3707	1	78.154215	-71.617028	15.466	16.068	0.602	1.7680259	0.0000044	6001.54430	0.268	0.186	4.486	0.031	2.691
OGLE-LMC-CEP-3708	2	78.163125	-68.316889	16.351	16.931	0.580	0.6127339	0.0000068	6000.06526	0.019	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-3709	F	78.193005	-65.445333	15.168	15.834	0.666	3.1130828	0.0000061	6002.36037	0.393	0.455	4.551	0.242	2.891
OGLE-LMC-CEP-3710	1	78.193755	-66.113083	15.062	15.638	0.576	2.1524287	0.0000058	6000.20510	0.252	0.158	4.674	0.000	-99.99
OGLE-LMC-CEP-3711	1	78.195870	-65.755972	15.279	15.933	0.654	2.1304132	0.0000189	6000.07586	0.172	0.091	4.749	0.031	3.264
OGLE-LMC-CEP-3712	1	78.197535	-66.079083	14.945	15.517	0.572	2.4383901	0.0000143	6000.81613	0.164	0.061	5.171	0.019	-99.99
OGLE-LMC-CEP-3713	F	78.208545	-71.994306	14.929	15.704	0.775	4.5921519	0.0000126	6002.23835	0.535	0.432	4.666	0.207	3.041
OGLE-LMC-CEP-3714	F	78.225000	-65.186944	15.268	15.971	0.703	3.1898348	0.0000103	6002.95908	0.520	0.470	4.543	0.267	2.863
OGLE-LMC-CEP-3715	F	78.272205	-71.877472	15.263	15.952	0.689	3.4302748	0.0000053	6002.21887	0.549	0.439	4.546	0.250	2.840
OGLE-LMC-CEP-3716	1	78.283335	-66.460472	15.352	16.021	0.669	2.0310663	0.0000071	6000.11482	0.221	0.116	4.837	0.015	4.220
OGLE-LMC-CEP-3717	12	78.306120	-72.160778	16.098	16.639	0.541	1.1325526	0.0000054	6000.68241	0.235	0.215	4.224	0.054	2.178
OGLE-LMC-CEP-3718	F	78.307170	-66.171194	15.676	16.318	0.642	2.4633655	0.0000026	6001.50223	0.534	0.470	4.557	0.260	2.812
OGLE-LMC-CEP-3719	1	78.307710	-66.257806	14.296	14.933	0.637	4.1053116	0.0001163	6003.13424	0.052	0.061	-99.99	0.000	-99.99
OGLE-LMC-CEP-3720	F	78.336330	-66.489944	15.001	15.623	0.622	3.5050649	0.0000034	6000.19390	0.651	0.464	4.459	0.283	2.680
OGLE-LMC-CEP-3721	F	78.336660	-65.416083	15.422	16.157	0.735	2.9429668	0.0000051	6001.84365	0.294	0.354	4.506	0.139	2.845
OGLE-LMC-CEP-3722	1	78.339420	-73.188639	17.071	17.706	0.635	0.6251470	0.0000012	6000.54769	0.137	0.221	2.849	0.108	1.208
OGLE-LMC-CEP-3723	F	78.342285	-65.503500	15.372	16.116	0.744	3.1437642	0.0000075	6000.89968	0.332	0.365	4.527	0.152	2.838
OGLE-LMC-CEP-3724	F	78.354750	-65.491472	15.570	16.283	0.713	2.6391571	0.0000031	6002.25337	0.430	0.452	4.458	0.228	2.760
OGLE-LMC-CEP-3725	12	78.361005	-66.167111	16.948	17.527	0.579	0.6568354	0.0000015	6000.22577	0.249	0.225	3.336	0.157	1.158
OGLE-LMC-CEP-3726	F	78.361170	-65.451417	15.230	15.970	0.740	3.5227781	0.0000065	6002.00330	0.393	0.416	4.649	0.202	3.070
OGLE-LMC-CEP-3727	F	78.370710	-72.021056	15.216	15.907	0.691	3.4638729	0.0000049	6003.41143	0.507	0.415	4.551	0.227	2.835
OGLE-LMC-CEP-3728	F	78.377505	-65.432250	15.394	16.123	0.729	3.0845608	0.0000074	6002.52792	0.312	0.368	4.506	0.143	2.828
OGLE-LMC-CEP-3729	F	78.386340	-66.452028	15.194	15.808	0.614	3.0089129	0.0000052	6002.47513	0.646	0.469	4.425	0.281	2.616
OGLE-LMC-CEP-3730	1	78.387660	-66.467000	15.171	15.787	0.616	2.2037479	0.0000088	6000.55153	0.198	0.089	4.945	0.000	-99.99
OGLE-LMC-CEP-3731	F	78.402090	-65.468028	15.223	15.762	0.539	3.0693016	0.0000170	6000.97211	0.184	0.297	4.430	0.090	2.807
OGLE-LMC-CEP-3732	1	78.405495	-65.949472	15.380	15.957	0.577	1.6991221	0.0000024	6001.21309	0.296	0.218	4.268	0.048	2.775
OGLE-LMC-CEP-3733	F	78.406335	-65.466778	15.285	16.064	0.779	3.2899354	0.0000116	6000.70099	0.212	0.292	4.538	0.088	2.807
OGLE-LMC-CEP-3734	F	78.406920	-65.454083	15.356	16.085	0.729	3.3181158	0.0000143	6001.54309	0.163	0.221	4.469	0.053	2.771
OGLE-LMC-CEP-3735	F	78.408000	-65.461583	15.234	16.014	0.780	3.2321275	0.0000071	6001.32899	0.450	0.453	4.606	0.240	2.931
OGLE-LMC-CEP-3736	F	78.408090	-65.466111	15.352	15.924	0.572	2.8977635	0.0000129	6001.12935	0.261	0.333	4.450	0.126	2.703
OGLE-LMC-CEP-3737	F	78.409290	-65.466194	15.241	15.943	0.702	3.1745876	0.0000124	6001.95272	0.281	0.363	4.511	0.151	2.807
OGLE-LMC-CEP-3738	F	78.411915	-65.466056	15.345	16.054	0.709	3.0532892	0.0000092	6000.76845	0.322	0.384	4.538	0.172	2.841
OGLE-LMC-CEP-3739	12	78.414660	-63.955000	16.246	16.779	0.533	0.9887675	0.0000027	6000.72434	0.258	0.262	4.053	0.075	1.836
OGLE-LMC-CEP-3740	1	78.416835	-65.514778	15.154	15.642	0.488	2.0391503	0.0000087	6001.65652	0.178	0.112	4.791	0.000	-99.99
OGLE-LMC-CEP-3741	F	78.416880	-65.467667	15.399	16.088	0.689	3.0490732	0.0000069	6002.96471	0.380	0.408	4.547	0.187	2.853
OGLE-LMC-CEP-3742	F	78.417120	-65.461861	15.283	15.897	0.614	2.8603779	0.0000047	6002.69036	0.412	0.461	4.500	0.247	2.764
OGLE-LMC-CEP-3743	F	78.419085	-65.473972	15.400	16.112	0.712	3.0398576	0.0000071	6001.99171	0.307	0.350	4.528	0.137	2.781
OGLE-LMC-CEP-3744	F	78.421245	-65.464028	15.350	16.049	0.699	3.0548682	0.0000076	6002.78778	0.384	0.427	4.566	0.207	2.900
OGLE-LMC-CEP-3745	1	78.424335	-65.472111	15.501	16.232	0.731	1.9442583	0.0000064	6000.15696	0.150	0.145	5.053	0.031	4.352
OGLE-LMC-CEP-3746	F	78.426285	-65.458389	15.273	16.001	0.728	3.4520331	0.0000132	6002.17385	0.202	0.270	4.557	0.080	2.848
OGLE-LMC-CEP-3747	1	78.428370	-65.455500	15.485	16.171	0.686	2.0071704	0.0000060	6000.83017	0.190	0.166	4.963	0.044	4.446
OGLE-LMC-CEP-3748	F	78.439620	-65.460278	15.486	16.174	0.688	2.7249625	0.0000116	6000.86024	0.497	0.469	4.492	0.263	2.766
OGLE-LMC-CEP-3749	F	78.455370	-65.564389	15.133	15.796	0.663	3.4440976	0.0000107	6000.90883	0.523	0.429	4.526	0.243	2.882
OGLE-LMC-CEP-3750	F	78.459165	-65.485972	15.444	16.146	0.702	2.9541342	0.0000092	6000.68861	0.387	0.418	4.553	0.196	2.828
OGLE-LMC-CEP-3751	1	78.463710	-71.556333	14.596	15.307	0.711	3.9586130	0.0000208	6003.74037	0.239	0.178	4.435	0.068	1.877
OGLE-LMC-CEP-3752	F	78.491160	-65.477639	15.076	15.715	0.639	3.4387315	0.0000046	6001.41916	0.586	0.472	4.529	0.284	2.844
OGLE-LMC-CEP-3753	1	78.559785	-72.201750	15.860	16.460	0.600	1.4249653	0.0000030	6000.95290	0.244	0.178	4.514	0.042	2.995
OGLE-LMC-CEP-3754	1	78.568410	-65.887417	16.423	17.039	0.616	0.9572762	0.0000018	6000.77415	0.175	0.205	3.846	0.074	1.598
OGLE-LMC-CEP-3755	F	78.569370	-71.432306	15.445	16.206	0.761	2.7774308	0.0000072	6000.04541	0.469	0.464	4.482	0.237	2.673
OGLE-LMC-CEP-3756	F	78.576630	-65.510028	15.248	15.955	0.707	3.2104975	0.0000036	6000.17828	0.498	0.462	4.556	0.257	2.915
OGLE-LMC-CEP-3757	1	78.579915	-65.441472	16.341	16.946	0.605	0.9531083	0.0000019	6000.02296	0.155	0.156	3.501	0.062	1.048
OGLE-LMC-CEP-3758	1	78.580410	-66.121361	14.878	15.504	0.626	2.5998402	0.0000101	6000.46074	0.211	0.051	4.498	0.000	-99.99
OGLE-LMC-CEP-3759	F	78.587205	-66.061000	15.488	16.192	0.704	2.8001969	0.0000043	6001.74514	0.409	0.438	4.502	0.220	2.771
OGLE-LMC-CEP-3760	F	78.592710	-65.682083	15.422	16.095	0.673	2.7307198	0.0000037	6000.20196	0.470	0.432	4.460	0.219	2.657
OGLE-LMC-CEP-3761	1	78.595590	-72.089083	15.814	-99.99	-99.99	1.6517767	0.0000079	6000.24215	0.202	0.174	4.547	0.000	-99.99
OGLE-LMC-CEP-3762	1	78.599205	-66.072722	15.113	15.660	0.547	2.1164551	0.0000051	6000.21675	0.257	0.160	4.644	0.013	2.842
OGLE-LMC-CEP-3763	1	78.611745	-72.046139	16.252	16.899	0.647	1.1569424	0.0000027	6000.31332	0.181	0.176	4.147	0.041	1.960
OGLE-LMC-CEP-3764	1	78.613035	-64.985167	16.320	16.976	0.656	1.0203416	0.0000055	6000.45570	0.176	0.177	3.988	0.054	1.576
OGLE-LMC-CEP-3765	F	78.614790	-72.807778	16.576	17.243	0.667	1.2184912	0.0000018	6000.20072	0.296	0.294	3.948	0.126	1.685
OGLE-LMC-CEP-3766	F	78.642465	-65.397361	15.434	16.048	0.614	2.5059200	0.0000023	6002.35444	0.571	0.449	4.373	0.234	2.488
OGLE-LMC-CEP-3767	1	78.670755	-65.158278	15.428	16.002	0.574	1.6972039	0.0000143	6001.03533	0.060	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-3768	F	78.681870	-66.259333	14.976	15.649	0.673	3.5985458	0.0000047	6000.03473	0.580	0.432	4.487	0.237	2.776
OGLE-LMC-CEP-3769	F	78.711795	-66.346583	14.817	15.533	0.716	4.5021721	0.0000107	6000.51392	0.495	0.456	4.803	0.214	3.348
OGLE-LMC-CEP-3770	F1	78.725880	-71.406389	15.174	15.800	0.626	3.4454444	0.0000323	6002.20591	0.264	0.238	4.545	0.065	2.935
OGLE-LMC-CEP-3771	1	78.747465	-76.160667	17.018	17.696	0.678	0.6842976	0.0000079	6000.64456	0.240	0.121	3.905	0.164	0.689
OGLE-LMC-CEP-3772	12	78.755040	-72.432417	16.746	17.322	0.576	0.7264437	0.0000011	6000.33246	0.257	0.219	3.800	0.111	1.823
OGLE-LMC-CEP-3773	1	78.775215	-66.074750	15.102	15.608	0.506	2.0621876	0.0000088	6000.01479	0.172	0.105	4.663	0.026	4.197
OGLE-LMC-CEP-3774	1	78.801465	-64.705833	16.300	17.170	0.870	1.0393045	0.0000141	6000.23457	0.207	0.189	4.458	0.000	-99.99
OGLE-LMC-CEP-3775	F	78.807000	-66.228194	14.588	15.264	0.676	4.6249665	0.0000143	6000.25567	0.616	0.464	4.581	0.216	2.876
OGLE-LMC-CEP-3776	F	78.830670	-65.978333	14.866	15.531	0.665	3.9350308	0.0000056	6000.09051	0.605	0.444	4.514	0.237	2.818
OGLE-LMC-CEP-3777	1	78.836370	-66.212417	14.442	15.218	0.776	4.3139204	0.0000171	6000.21552	0.338	0.267	4.766	0.093	2.855
OGLE-LMC-CEP-3778	1	78.850995	-65.001528	15.630	16.324	0.694	1.7532761	0.0000085	6001.65288	0.159	0.183	4.842	0.025	-99.99
OGLE-LMC-CEP-3779	F1	78.879285	-66.416944	14.853	15.505	0.652	3.9792433	0.0000344	6002.46582	0.154	0.125	4.564	0.023	2.526
OGLE-LMC-CEP-3780	1	78.881415	-66.127694	14.997	15.553	0.556	2.1336619	0.0000059	6001.90380	0.173	0.099	4.744	0.000	-99.99
OGLE-LMC-CEP-3781	F	78.885420	-66.379889	14.755	15.453	0.698	4.5339361	0.0000066	6003.65966	0.520	0.429	4.679	0.210	3.141
OGLE-LMC-CEP-3782	F	78.910335	-65.636083	14.766	15.446	0.680	4.5069334	0.0000139	6000.86452	0.368	0.411	4.739	0.172	3.265
OGLE-LMC-CEP-3783	F	78.911625	-65.258278	15.417	16.149	0.732	3.0166297	0.0000055	6001.83299	0.308	0.360	4.516	0.134	2.814
OGLE-LMC-CEP-3784	F	78.938250	-66.233667	15.280	16.026	0.746	3.3157207	0.0000102	6000.95685	0.337	0.392	4.588	0.173	3.003
OGLE-LMC-CEP-3785	F	78.945630	-65.960278	15.166	15.893	0.727	3.5125428	0.0000062	6001.14000	0.462	0.442	4.603	0.233	2.985
OGLE-LMC-CEP-3786	1	78.949545	-66.447444	14.524	15.086	0.562	3.0614328	0.0000094	6000.73135	0.198	0.057	4.213	0.000	-99.99
OGLE-LMC-CEP-3787	1	78.959460	-64.453833	15.029	15.513	0.484	2.1526578	0.0000097	6000.34821	0.216	0.122	4.738	0.000	-99.99
OGLE-LMC-CEP-3788	1	78.966420	-66.071028	15.055	15.592	0.537	2.0387832	0.0000147	6001.03996	0.090	0.072	4.532	0.000	-99.99
OGLE-LMC-CEP-3789	F1	78.982215	-66.088389	14.889	15.550	0.661	3.9399307	0.0000363	6002.93816	0.174	0.144	4.516	0.039	2.812
OGLE-LMC-CEP-3790	F	78.982965	-65.338389	15.515	16.216	0.701	2.6036005	0.0000029	6000.71758	0.480	0.476	4.437	0.252	2.698
OGLE-LMC-CEP-3791	F	78.986460	-66.354917	14.215	15.012	0.797	7.0224601	0.0000252	6000.32296	0.426	0.374	5.231	0.127	3.593
OGLE-LMC-CEP-3792	F	78.987420	-65.501389	15.410	16.135	0.725	2.9299755	0.0000041	6001.36209	0.439	0.443	4.507	0.227	2.787
OGLE-LMC-CEP-3793	F	78.989535	-65.495167	14.722	15.488	0.766	5.0832641	0.0000124	6003.75592	0.449	0.432	4.900	0.177	3.519
OGLE-LMC-CEP-3794	F	78.993285	-64.970361	15.453	16.179	0.726	2.9379338	0.0000117	6001.26622	0.325	0.375	4.511	0.157	2.773
OGLE-LMC-CEP-3795	1	78.993960	-65.899361	14.609	15.237	0.628	3.0624586	0.0000105	6002.69708	0.182	0.045	3.804	0.019	5.222
OGLE-LMC-CEP-3796	F	78.995250	-65.223417	15.440	16.175	0.735	2.9715631	0.0000094	6002.23586	0.211	0.273	4.426	0.073	2.633
OGLE-LMC-CEP-3797	1	79.009620	-65.192000	15.976	16.447	0.471	1.0415193	0.0000011	6000.45424	0.267	0.232	4.083	0.052	2.099
OGLE-LMC-CEP-3798	F	79.012665	-66.167889	15.032	15.800	0.768	4.0087186	0.0000090	6000.07164	0.359	0.392	4.672	0.163	3.128
OGLE-LMC-CEP-3799	12	79.013130	-63.738444	16.813	17.333	0.520	0.6547435	0.0000013	6000.41457	0.232	0.211	3.361	0.146	1.350
OGLE-LMC-CEP-3800	F	79.015920	-64.999361	15.923	16.582	0.659	1.7710787	0.0000036	6000.80474	0.428	0.434	4.289	0.228	2.361
OGLE-LMC-CEP-3801	1	79.015965	-65.361806	14.865	15.457	0.592	2.5849026	0.0000100	6001.29548	0.186	0.046	4.336	0.000	-99.99
OGLE-LMC-CEP-3802	F	79.016295	-66.424528	14.172	14.976	0.804	8.6097834	0.0000386	6005.42924	0.341	0.147	6.244	0.096	0.041
OGLE-LMC-CEP-3803	12	79.020915	-66.464389	16.797	17.395	0.598	0.6958510	0.0000014	6000.36508	0.211	0.202	3.516	0.107	1.391
OGLE-LMC-CEP-3804	F	79.023165	-65.699583	15.375	16.120	0.745	3.0684924	0.0000060	6002.18928	0.316	0.364	4.534	0.148	2.791
OGLE-LMC-CEP-3805	F1	79.037415	-62.735250	17.162	17.723	0.561	0.6314277	0.0000017	6000.35739	0.244	0.348	4.472	0.000	-99.99
OGLE-LMC-CEP-3806	F	79.071210	-66.316000	14.578	15.315	0.737	4.9885416	0.0000236	6000.94697	0.481	0.445	4.679	0.220	3.144
OGLE-LMC-CEP-3807	F	79.073130	-65.662083	15.338	15.999	0.661	2.9399444	0.0000048	6001.73266	0.490	0.445	4.502	0.242	2.764
OGLE-LMC-CEP-3808	1	79.077330	-66.777750	15.743	16.346	0.603	1.3995780	0.0000023	6000.90912	0.259	0.217	4.281	0.055	2.124
